Op;DataLogCdc;IDFaturamento;IDEletroposto;IDCliente;StatusPagamento;ValorPagamento;DataTransacao
INSERT;2026-01-17 06:06:34;FAT_324;ELETRO_192;IDCliente_48;Pendente;279.96;2026-01-17 06:06:34
UPDATE;2026-01-20 07:06:34;FAT_324;ELETRO_192;IDCliente_48;Cancelado;279.96;2026-01-17 06:06:34
INSERT;2026-04-02 00:36:09;FAT_325;ELETRO_152;IDCliente_93;Pendente;273.1;2026-04-02 00:36:09
UPDATE;2026-04-05 05:36:09;FAT_325;ELETRO_152;IDCliente_93;Pago;273.1;2026-04-02 00:36:09
INSERT;2026-03-01 01:36:53;FAT_326;ELETRO_236;IDCliente_51;Pago;132.54;2026-03-01 01:36:53
INSERT;2026-03-18 11:53:26;FAT_327;ELETRO_2;IDCliente_19;Pago;133.53;2026-03-18 11:53:26
INSERT;2026-05-26 13:43:44;FAT_328;ELETRO_236;IDCliente_74;Pendente;276.13;2026-05-26 13:43:44
UPDATE;2026-05-28 17:43:44;FAT_328;ELETRO_236;IDCliente_74;Pago;276.13;2026-05-26 13:43:44
INSERT;2026-02-06 10:24:28;FAT_329;ELETRO_200;IDCliente_74;Pago;147.05;2026-02-06 10:24:28
INSERT;2026-05-03 12:29:06;FAT_330;ELETRO_96;IDCliente_62;Pendente;247.05;2026-05-03 12:29:06
UPDATE;2026-05-06 22:29:06;FAT_330;ELETRO_96;IDCliente_62;Cancelado;247.05;2026-05-03 12:29:06
INSERT;2026-02-06 15:24:47;FAT_331;ELETRO_498;IDCliente_24;Pendente;314.85;2026-02-06 15:24:47
UPDATE;2026-02-07 18:24:47;FAT_331;ELETRO_498;IDCliente_24;Pago;314.85;2026-02-06 15:24:47
INSERT;2026-01-14 06:33:09;FAT_332;ELETRO_336;IDCliente_69;Pago;398.9;2026-01-14 06:33:09
INSERT;2026-02-08 01:25:04;FAT_333;ELETRO_283;IDCliente_89;Pago;152.75;2026-02-08 01:25:04
INSERT;2026-05-18 02:17:48;FAT_334;ELETRO_414;IDCliente_21;Pendente;274.21;2026-05-18 02:17:48
UPDATE;2026-05-21 06:17:48;FAT_334;ELETRO_414;IDCliente_21;Cancelado;274.21;2026-05-18 02:17:48
INSERT;2026-03-26 01:33:45;FAT_335;ELETRO_128;IDCliente_59;Pago;55.97;2026-03-26 01:33:45
INSERT;2026-03-03 15:59:20;FAT_336;ELETRO_473;IDCliente_23;Pendente;184.27;2026-03-03 15:59:20
UPDATE;2026-03-06 20:59:20;FAT_336;ELETRO_473;IDCliente_23;Pago;184.27;2026-03-03 15:59:20
INSERT;2026-04-13 04:09:35;FAT_337;ELETRO_389;IDCliente_59;Pendente;182.23;2026-04-13 04:09:35
INSERT;2026-05-10 23:38:59;FAT_338;ELETRO_295;IDCliente_84;Pago;168.75;2026-05-10 23:38:59
INSERT;2026-05-05 03:40:57;FAT_339;ELETRO_495;IDCliente_4;Pendente;85.7;2026-05-05 03:40:57
UPDATE;2026-05-08 13:40:57;FAT_339;ELETRO_495;IDCliente_4;Cancelado;85.7;2026-05-05 03:40:57
INSERT;2026-01-12 08:04:24;FAT_340;ELETRO_261;IDCliente_7;Pendente;304.58;2026-01-12 08:04:24
INSERT;2026-02-18 10:04:17;FAT_341;ELETRO_181;IDCliente_50;Pago;307.94;2026-02-18 10:04:17
INSERT;2026-02-26 22:44:32;FAT_342;ELETRO_50;IDCliente_16;Pago;54.16;2026-02-26 22:44:32
INSERT;2026-01-19 10:30:00;FAT_343;ELETRO_167;IDCliente_28;Pendente;356.16;2026-01-19 10:30:00
UPDATE;2026-01-21 20:30:00;FAT_343;ELETRO_167;IDCliente_28;Cancelado;356.16;2026-01-19 10:30:00
INSERT;2026-01-26 00:09:44;FAT_344;ELETRO_6;IDCliente_58;Pago;124.6;2026-01-26 00:09:44
INSERT;2026-01-08 01:10:49;FAT_345;ELETRO_88;IDCliente_85;Pendente;71.21;2026-01-08 01:10:49
UPDATE;2026-01-10 11:10:49;FAT_345;ELETRO_88;IDCliente_85;Pago;71.21;2026-01-08 01:10:49
INSERT;2026-01-31 01:36:33;FAT_346;ELETRO_130;IDCliente_33;Pago;252.93;2026-01-31 01:36:33
INSERT;2026-02-20 16:12:23;FAT_347;ELETRO_131;IDCliente_82;Pendente;205.95;2026-02-20 16:12:23
UPDATE;2026-02-22 21:12:23;FAT_347;ELETRO_131;IDCliente_82;Pago;205.95;2026-02-20 16:12:23
INSERT;2026-04-03 02:20:03;FAT_348;ELETRO_299;IDCliente_6;Pago;272.31;2026-04-03 02:20:03
INSERT;2026-04-16 10:56:37;FAT_349;ELETRO_14;IDCliente_20;Pago;51.98;2026-04-16 10:56:37
INSERT;2026-05-20 23:47:55;FAT_350;ELETRO_215;IDCliente_34;Pendente;348.53;2026-05-20 23:47:55
UPDATE;2026-05-22 05:47:55;FAT_350;ELETRO_215;IDCliente_34;Pago;348.53;2026-05-20 23:47:55
INSERT;2026-05-15 04:01:49;FAT_351;ELETRO_435;IDCliente_2;Pendente;240.04;2026-05-15 04:01:49
UPDATE;2026-05-17 07:01:49;FAT_351;ELETRO_435;IDCliente_2;Pago;240.04;2026-05-15 04:01:49
INSERT;2026-05-01 08:36:41;FAT_352;ELETRO_24;IDCliente_31;Pago;232.14;2026-05-01 08:36:41
INSERT;2026-05-05 00:52:15;FAT_353;ELETRO_312;IDCliente_22;Pago;238.81;2026-05-05 00:52:15
INSERT;2026-03-09 04:20:40;FAT_354;ELETRO_165;IDCliente_35;Pago;376.74;2026-03-09 04:20:40
INSERT;2026-01-25 00:09:23;FAT_355;ELETRO_89;IDCliente_29;Pago;169.36;2026-01-25 00:09:23
INSERT;2026-02-08 03:21:59;FAT_356;ELETRO_357;IDCliente_95;Pendente;216.39;2026-02-08 03:21:59
UPDATE;2026-02-09 03:21:59;FAT_356;ELETRO_357;IDCliente_95;Pago;216.39;2026-02-08 03:21:59
INSERT;2026-05-12 10:58:09;FAT_357;ELETRO_267;IDCliente_60;Pago;210.78;2026-05-12 10:58:09
INSERT;2026-03-05 00:13:21;FAT_358;ELETRO_31;IDCliente_91;Pago;84.28;2026-03-05 00:13:21
INSERT;2026-01-19 12:06:58;FAT_359;ELETRO_287;IDCliente_43;Pago;367.29;2026-01-19 12:06:58
INSERT;2026-05-12 03:34:21;FAT_360;ELETRO_249;IDCliente_75;Pago;371.38;2026-05-12 03:34:21
INSERT;2026-04-19 11:05:01;FAT_361;ELETRO_476;IDCliente_67;Pago;80.63;2026-04-19 11:05:01
INSERT;2026-01-02 10:48:31;FAT_362;ELETRO_326;IDCliente_51;Pendente;141.99;2026-01-02 10:48:31
UPDATE;2026-01-04 16:48:31;FAT_362;ELETRO_326;IDCliente_51;Cancelado;141.99;2026-01-02 10:48:31
INSERT;2026-05-04 01:24:39;FAT_363;ELETRO_210;IDCliente_83;Pendente;305.16;2026-05-04 01:24:39
UPDATE;2026-05-06 06:24:39;FAT_363;ELETRO_210;IDCliente_83;Cancelado;305.16;2026-05-04 01:24:39
INSERT;2026-04-19 10:59:44;FAT_364;ELETRO_431;IDCliente_35;Pendente;101.46;2026-04-19 10:59:44
UPDATE;2026-04-22 13:59:44;FAT_364;ELETRO_431;IDCliente_35;Pago;101.46;2026-04-19 10:59:44
INSERT;2026-05-05 17:25:28;FAT_365;ELETRO_370;IDCliente_11;Pago;38.11;2026-05-05 17:25:28
INSERT;2026-01-24 17:10:45;FAT_366;ELETRO_217;IDCliente_58;Pago;311.45;2026-01-24 17:10:45
INSERT;2026-02-27 23:10:05;FAT_367;ELETRO_346;IDCliente_18;Pendente;250.3;2026-02-27 23:10:05
UPDATE;2026-03-01 10:10:05;FAT_367;ELETRO_346;IDCliente_18;Cancelado;250.3;2026-02-27 23:10:05
INSERT;2026-05-12 04:02:27;FAT_368;ELETRO_469;IDCliente_93;Pendente;282.46;2026-05-12 04:02:27
INSERT;2026-01-23 01:25:44;FAT_369;ELETRO_116;IDCliente_63;Pago;314.53;2026-01-23 01:25:44
INSERT;2026-03-10 06:02:05;FAT_370;ELETRO_454;IDCliente_7;Pendente;159.21;2026-03-10 06:02:05
UPDATE;2026-03-13 09:02:05;FAT_370;ELETRO_454;IDCliente_7;Cancelado;159.21;2026-03-10 06:02:05
INSERT;2026-04-05 01:44:47;FAT_371;ELETRO_136;IDCliente_13;Pago;169.52;2026-04-05 01:44:47
INSERT;2026-03-26 04:31:48;FAT_372;ELETRO_479;IDCliente_51;Pago;385.24;2026-03-26 04:31:48
INSERT;2026-05-29 07:04:05;FAT_373;ELETRO_67;IDCliente_52;Pago;75.46;2026-05-29 07:04:05
INSERT;2026-02-26 01:53:15;FAT_374;ELETRO_380;IDCliente_20;Pendente;179.72;2026-02-26 01:53:15
INSERT;2026-04-24 13:54:29;FAT_375;ELETRO_176;IDCliente_99;Pendente;185.73;2026-04-24 13:54:29
UPDATE;2026-04-25 14:54:29;FAT_375;ELETRO_176;IDCliente_99;Pago;185.73;2026-04-24 13:54:29
INSERT;2026-02-24 00:47:33;FAT_376;ELETRO_368;IDCliente_33;Pago;128.96;2026-02-24 00:47:33
INSERT;2026-05-30 21:23:34;FAT_377;ELETRO_493;IDCliente_43;Pago;191.6;2026-05-30 21:23:34
INSERT;2026-05-21 01:58:44;FAT_378;ELETRO_363;IDCliente_17;Pendente;105.43;2026-05-21 01:58:44
UPDATE;2026-05-23 04:58:44;FAT_378;ELETRO_363;IDCliente_17;Cancelado;105.43;2026-05-21 01:58:44
INSERT;2026-05-16 04:35:36;FAT_379;ELETRO_114;IDCliente_42;Pago;122.82;2026-05-16 04:35:36
INSERT;2026-03-10 03:36:20;FAT_380;ELETRO_464;IDCliente_93;Pago;205.45;2026-03-10 03:36:20
INSERT;2026-01-29 00:36:26;FAT_381;ELETRO_444;IDCliente_100;Pago;389.45;2026-01-29 00:36:26
INSERT;2026-01-13 12:45:57;FAT_382;ELETRO_130;IDCliente_92;Pago;97.24;2026-01-13 12:45:57
INSERT;2026-03-13 02:05:56;FAT_383;ELETRO_66;IDCliente_65;Pago;211.88;2026-03-13 02:05:56
INSERT;2026-01-13 00:28:18;FAT_384;ELETRO_213;IDCliente_8;Pendente;220.33;2026-01-13 00:28:18
INSERT;2026-05-17 22:01:20;FAT_385;ELETRO_71;IDCliente_15;Pendente;104.99;2026-05-17 22:01:20
UPDATE;2026-05-18 23:01:20;FAT_385;ELETRO_71;IDCliente_15;Pago;104.99;2026-05-17 22:01:20
INSERT;2026-05-31 01:34:37;FAT_386;ELETRO_468;IDCliente_16;Pendente;42.45;2026-05-31 01:34:37
UPDATE;2026-06-01 01:34:37;FAT_386;ELETRO_468;IDCliente_16;Cancelado;42.45;2026-05-31 01:34:37
INSERT;2026-05-10 08:02:27;FAT_387;ELETRO_297;IDCliente_24;Pendente;177.43;2026-05-10 08:02:27
UPDATE;2026-05-12 15:02:27;FAT_387;ELETRO_297;IDCliente_24;Cancelado;177.43;2026-05-10 08:02:27
INSERT;2026-04-12 00:28:20;FAT_388;ELETRO_429;IDCliente_74;Pago;379.42;2026-04-12 00:28:20
INSERT;2026-01-12 20:50:14;FAT_389;ELETRO_443;IDCliente_88;Pago;110.72;2026-01-12 20:50:14
INSERT;2026-02-02 14:16:25;FAT_390;ELETRO_49;IDCliente_33;Pendente;336.01;2026-02-02 14:16:25
UPDATE;2026-02-05 21:16:25;FAT_390;ELETRO_49;IDCliente_33;Pago;336.01;2026-02-02 14:16:25
INSERT;2026-03-26 15:43:24;FAT_391;ELETRO_258;IDCliente_52;Pendente;63.7;2026-03-26 15:43:24
UPDATE;2026-03-29 15:43:24;FAT_391;ELETRO_258;IDCliente_52;Cancelado;63.7;2026-03-26 15:43:24
INSERT;2026-02-22 12:41:29;FAT_392;ELETRO_307;IDCliente_85;Pago;186.46;2026-02-22 12:41:29
INSERT;2026-04-27 08:46:01;FAT_393;ELETRO_245;IDCliente_7;Pendente;108.44;2026-04-27 08:46:01
UPDATE;2026-04-28 17:46:01;FAT_393;ELETRO_245;IDCliente_7;Cancelado;108.44;2026-04-27 08:46:01
INSERT;2026-04-23 01:23:10;FAT_394;ELETRO_447;IDCliente_56;Pago;293.34;2026-04-23 01:23:10
INSERT;2026-05-15 12:50:41;FAT_395;ELETRO_204;IDCliente_39;Pago;199.05;2026-05-15 12:50:41
INSERT;2026-05-21 15:21:47;FAT_396;ELETRO_400;IDCliente_70;Pago;228.82;2026-05-21 15:21:47
INSERT;2026-03-28 04:54:34;FAT_397;ELETRO_178;IDCliente_66;Pago;335.35;2026-03-28 04:54:34
INSERT;2026-02-13 07:11:15;FAT_398;ELETRO_151;IDCliente_35;Pago;149.44;2026-02-13 07:11:15
INSERT;2026-03-23 12:36:05;FAT_399;ELETRO_414;IDCliente_34;Pendente;176.69;2026-03-23 12:36:05
UPDATE;2026-03-25 17:36:05;FAT_399;ELETRO_414;IDCliente_34;Pago;176.69;2026-03-23 12:36:05
INSERT;2026-03-13 10:35:11;FAT_400;ELETRO_363;IDCliente_3;Pago;219.13;2026-03-13 10:35:11
INSERT;2026-04-30 07:52:31;FAT_401;ELETRO_189;IDCliente_80;Pendente;97.82;2026-04-30 07:52:31
UPDATE;2026-05-02 19:52:31;FAT_401;ELETRO_189;IDCliente_80;Pago;97.82;2026-04-30 07:52:31
INSERT;2026-03-03 02:39:17;FAT_402;ELETRO_101;IDCliente_38;Pendente;305.52;2026-03-03 02:39:17
UPDATE;2026-03-04 08:39:17;FAT_402;ELETRO_101;IDCliente_38;Pago;305.52;2026-03-03 02:39:17
INSERT;2026-02-27 01:40:05;FAT_403;ELETRO_312;IDCliente_88;Pendente;325.95;2026-02-27 01:40:05
UPDATE;2026-03-02 11:40:05;FAT_403;ELETRO_312;IDCliente_88;Cancelado;325.95;2026-02-27 01:40:05
INSERT;2026-04-01 15:59:52;FAT_404;ELETRO_267;IDCliente_83;Pendente;104.34;2026-04-01 15:59:52
UPDATE;2026-04-04 15:59:52;FAT_404;ELETRO_267;IDCliente_83;Pago;104.34;2026-04-01 15:59:52
INSERT;2026-02-05 04:05:11;FAT_405;ELETRO_417;IDCliente_95;Pendente;334.99;2026-02-05 04:05:11
UPDATE;2026-02-07 13:05:11;FAT_405;ELETRO_417;IDCliente_95;Cancelado;334.99;2026-02-05 04:05:11
INSERT;2026-03-02 12:42:35;FAT_406;ELETRO_210;IDCliente_17;Pendente;319.57;2026-03-02 12:42:35
UPDATE;2026-03-05 19:42:35;FAT_406;ELETRO_210;IDCliente_17;Cancelado;319.57;2026-03-02 12:42:35
INSERT;2026-01-18 15:09:53;FAT_407;ELETRO_294;IDCliente_10;Pago;239.01;2026-01-18 15:09:53
INSERT;2026-03-06 13:05:22;FAT_408;ELETRO_114;IDCliente_38;Pendente;30.11;2026-03-06 13:05:22
UPDATE;2026-03-09 23:05:22;FAT_408;ELETRO_114;IDCliente_38;Cancelado;30.11;2026-03-06 13:05:22
INSERT;2026-01-31 22:04:00;FAT_409;ELETRO_161;IDCliente_70;Pago;168.65;2026-01-31 22:04:00
INSERT;2026-04-02 11:46:38;FAT_410;ELETRO_399;IDCliente_14;Pago;391.51;2026-04-02 11:46:38
INSERT;2026-04-11 13:47:37;FAT_411;ELETRO_161;IDCliente_2;Pago;335.4;2026-04-11 13:47:37
INSERT;2026-02-11 01:31:52;FAT_412;ELETRO_193;IDCliente_37;Pago;135.96;2026-02-11 01:31:52
INSERT;2026-05-01 23:06:53;FAT_413;ELETRO_227;IDCliente_53;Pendente;297.4;2026-05-01 23:06:53
UPDATE;2026-05-03 05:06:53;FAT_413;ELETRO_227;IDCliente_53;Pago;297.4;2026-05-01 23:06:53
INSERT;2026-01-06 03:12:27;FAT_414;ELETRO_169;IDCliente_96;Pendente;111.19;2026-01-06 03:12:27
UPDATE;2026-01-07 09:12:27;FAT_414;ELETRO_169;IDCliente_96;Pago;111.19;2026-01-06 03:12:27
INSERT;2026-04-19 11:55:12;FAT_415;ELETRO_406;IDCliente_77;Pago;264.66;2026-04-19 11:55:12
INSERT;2026-01-18 01:06:23;FAT_416;ELETRO_36;IDCliente_52;Pago;310.61;2026-01-18 01:06:23
INSERT;2026-03-17 02:40:35;FAT_417;ELETRO_157;IDCliente_9;Pago;45.01;2026-03-17 02:40:35
INSERT;2026-05-10 02:37:26;FAT_418;ELETRO_70;IDCliente_48;Pago;155.92;2026-05-10 02:37:26
INSERT;2026-05-23 05:19:57;FAT_419;ELETRO_137;IDCliente_38;Pago;147.86;2026-05-23 05:19:57
INSERT;2026-03-19 02:39:33;FAT_420;ELETRO_56;IDCliente_71;Pendente;70.75;2026-03-19 02:39:33
UPDATE;2026-03-22 11:39:33;FAT_420;ELETRO_56;IDCliente_71;Pago;70.75;2026-03-19 02:39:33
INSERT;2026-03-03 09:22:16;FAT_421;ELETRO_378;IDCliente_19;Pendente;371.31;2026-03-03 09:22:16
UPDATE;2026-03-06 11:22:16;FAT_421;ELETRO_378;IDCliente_19;Pago;371.31;2026-03-03 09:22:16
INSERT;2026-02-28 04:25:12;FAT_422;ELETRO_420;IDCliente_68;Pago;311.38;2026-02-28 04:25:12
INSERT;2026-03-11 03:36:21;FAT_423;ELETRO_336;IDCliente_75;Pago;170.84;2026-03-11 03:36:21
INSERT;2026-04-07 00:44:19;FAT_424;ELETRO_108;IDCliente_84;Pago;304.05;2026-04-07 00:44:19
INSERT;2026-03-27 04:50:50;FAT_425;ELETRO_317;IDCliente_54;Pago;73.17;2026-03-27 04:50:50
INSERT;2026-05-14 13:46:49;FAT_426;ELETRO_331;IDCliente_81;Pago;206.62;2026-05-14 13:46:49
INSERT;2026-03-21 11:50:47;FAT_427;ELETRO_94;IDCliente_93;Pago;140.91;2026-03-21 11:50:47
INSERT;2026-03-24 14:49:31;FAT_428;ELETRO_374;IDCliente_11;Pago;108.89;2026-03-24 14:49:31
INSERT;2026-05-27 10:12:29;FAT_429;ELETRO_464;IDCliente_13;Pago;86.68;2026-05-27 10:12:29
INSERT;2026-04-17 04:38:49;FAT_430;ELETRO_494;IDCliente_28;Pendente;31.84;2026-04-17 04:38:49
UPDATE;2026-04-19 15:38:49;FAT_430;ELETRO_494;IDCliente_28;Pago;31.84;2026-04-17 04:38:49
INSERT;2026-01-07 07:42:59;FAT_431;ELETRO_167;IDCliente_66;Pago;120.44;2026-01-07 07:42:59
INSERT;2026-03-23 01:27:00;FAT_432;ELETRO_459;IDCliente_26;Pago;231.68;2026-03-23 01:27:00
INSERT;2026-01-08 06:52:28;FAT_433;ELETRO_178;IDCliente_89;Pendente;89.07;2026-01-08 06:52:28
UPDATE;2026-01-11 15:52:28;FAT_433;ELETRO_178;IDCliente_89;Pago;89.07;2026-01-08 06:52:28
INSERT;2026-01-09 22:20:24;FAT_434;ELETRO_497;IDCliente_10;Pendente;43.77;2026-01-09 22:20:24
UPDATE;2026-01-13 04:20:24;FAT_434;ELETRO_497;IDCliente_10;Pago;43.77;2026-01-09 22:20:24
INSERT;2026-05-02 03:05:49;FAT_435;ELETRO_432;IDCliente_14;Pendente;35.49;2026-05-02 03:05:49
UPDATE;2026-05-03 14:05:49;FAT_435;ELETRO_432;IDCliente_14;Pago;35.49;2026-05-02 03:05:49
INSERT;2026-03-18 01:17:07;FAT_436;ELETRO_192;IDCliente_72;Pago;74.36;2026-03-18 01:17:07
INSERT;2026-05-14 02:14:37;FAT_437;ELETRO_463;IDCliente_32;Pago;75.19;2026-05-14 02:14:37
INSERT;2026-03-07 00:40:40;FAT_438;ELETRO_209;IDCliente_81;Pendente;204.35;2026-03-07 00:40:40
UPDATE;2026-03-10 04:40:40;FAT_438;ELETRO_209;IDCliente_81;Pago;204.35;2026-03-07 00:40:40
INSERT;2026-05-20 11:59:58;FAT_439;ELETRO_412;IDCliente_83;Pago;116.79;2026-05-20 11:59:58
INSERT;2026-03-01 02:28:22;FAT_440;ELETRO_349;IDCliente_60;Pago;297.55;2026-03-01 02:28:22
INSERT;2026-05-21 11:39:01;FAT_441;ELETRO_410;IDCliente_11;Pago;129.85;2026-05-21 11:39:01
INSERT;2026-01-24 15:31:47;FAT_442;ELETRO_440;IDCliente_52;Pago;359.09;2026-01-24 15:31:47
INSERT;2026-01-14 14:21:37;FAT_443;ELETRO_236;IDCliente_32;Pago;184.77;2026-01-14 14:21:37
INSERT;2026-05-30 12:09:11;FAT_444;ELETRO_315;IDCliente_63;Pago;68.61;2026-05-30 12:09:11
INSERT;2026-03-04 22:28:10;FAT_445;ELETRO_286;IDCliente_90;Pendente;327.13;2026-03-04 22:28:10
INSERT;2026-04-24 01:13:26;FAT_446;ELETRO_105;IDCliente_37;Pendente;350.09;2026-04-24 01:13:26
UPDATE;2026-04-26 13:13:26;FAT_446;ELETRO_105;IDCliente_37;Pago;350.09;2026-04-24 01:13:26
INSERT;2026-03-12 03:20:44;FAT_447;ELETRO_18;IDCliente_30;Pendente;134.24;2026-03-12 03:20:44
UPDATE;2026-03-14 11:20:44;FAT_447;ELETRO_18;IDCliente_30;Pago;134.24;2026-03-12 03:20:44
INSERT;2026-03-07 00:52:26;FAT_448;ELETRO_233;IDCliente_86;Pendente;118.31;2026-03-07 00:52:26
INSERT;2026-03-09 02:30:31;FAT_449;ELETRO_269;IDCliente_4;Pendente;330.61;2026-03-09 02:30:31
UPDATE;2026-03-11 04:30:31;FAT_449;ELETRO_269;IDCliente_4;Pago;330.61;2026-03-09 02:30:31
INSERT;2026-04-03 01:01:06;FAT_450;ELETRO_240;IDCliente_84;Pago;239.44;2026-04-03 01:01:06
INSERT;2026-05-30 01:02:12;FAT_451;ELETRO_157;IDCliente_65;Pago;34.63;2026-05-30 01:02:12
INSERT;2026-05-14 07:52:48;FAT_452;ELETRO_344;IDCliente_85;Pago;227.99;2026-05-14 07:52:48
INSERT;2026-05-28 00:16:04;FAT_453;ELETRO_482;IDCliente_6;Pendente;30.4;2026-05-28 00:16:04
INSERT;2026-03-19 12:38:00;FAT_454;ELETRO_239;IDCliente_45;Pago;247.87;2026-03-19 12:38:00
INSERT;2026-05-14 10:50:21;FAT_455;ELETRO_239;IDCliente_84;Pago;374.23;2026-05-14 10:50:21
INSERT;2026-01-22 10:05:29;FAT_456;ELETRO_30;IDCliente_67;Pago;165.76;2026-01-22 10:05:29
INSERT;2026-01-20 02:39:19;FAT_457;ELETRO_280;IDCliente_3;Pago;308.84;2026-01-20 02:39:19
INSERT;2026-03-08 19:09:41;FAT_458;ELETRO_78;IDCliente_23;Pago;368.15;2026-03-08 19:09:41
INSERT;2026-02-04 09:37:57;FAT_459;ELETRO_481;IDCliente_95;Pendente;56.93;2026-02-04 09:37:57
UPDATE;2026-02-07 16:37:57;FAT_459;ELETRO_481;IDCliente_95;Cancelado;56.93;2026-02-04 09:37:57
INSERT;2026-02-22 21:53:16;FAT_460;ELETRO_497;IDCliente_57;Pago;323.02;2026-02-22 21:53:16
INSERT;2026-04-12 12:12:11;FAT_461;ELETRO_455;IDCliente_17;Pendente;152.05;2026-04-12 12:12:11
UPDATE;2026-04-15 18:12:11;FAT_461;ELETRO_455;IDCliente_17;Cancelado;152.05;2026-04-12 12:12:11
INSERT;2026-02-16 02:47:02;FAT_462;ELETRO_487;IDCliente_65;Pago;353.58;2026-02-16 02:47:02
INSERT;2026-01-13 19:46:49;FAT_463;ELETRO_306;IDCliente_80;Pendente;382.69;2026-01-13 19:46:49
UPDATE;2026-01-16 19:46:49;FAT_463;ELETRO_306;IDCliente_80;Pago;382.69;2026-01-13 19:46:49
INSERT;2026-05-11 11:24:01;FAT_464;ELETRO_320;IDCliente_79;Pago;209.18;2026-05-11 11:24:01
INSERT;2026-01-13 02:14:25;FAT_465;ELETRO_22;IDCliente_43;Pendente;331.88;2026-01-13 02:14:25
UPDATE;2026-01-14 13:14:25;FAT_465;ELETRO_22;IDCliente_43;Cancelado;331.88;2026-01-13 02:14:25
INSERT;2026-05-21 21:20:08;FAT_466;ELETRO_374;IDCliente_56;Pago;279.96;2026-05-21 21:20:08
INSERT;2026-01-17 12:26:33;FAT_467;ELETRO_137;IDCliente_65;Pago;89.95;2026-01-17 12:26:33
INSERT;2026-05-12 15:42:15;FAT_468;ELETRO_155;IDCliente_57;Pago;308.91;2026-05-12 15:42:15
INSERT;2026-03-13 04:33:51;FAT_469;ELETRO_80;IDCliente_92;Pendente;53.08;2026-03-13 04:33:51
UPDATE;2026-03-14 16:33:51;FAT_469;ELETRO_80;IDCliente_92;Cancelado;53.08;2026-03-13 04:33:51
INSERT;2026-03-31 03:08:51;FAT_470;ELETRO_42;IDCliente_31;Pago;51.34;2026-03-31 03:08:51
INSERT;2026-02-26 00:21:26;FAT_471;ELETRO_499;IDCliente_78;Pendente;216.5;2026-02-26 00:21:26
UPDATE;2026-03-01 02:21:26;FAT_471;ELETRO_499;IDCliente_78;Pago;216.5;2026-02-26 00:21:26
INSERT;2026-04-22 10:47:01;FAT_472;ELETRO_250;IDCliente_64;Pago;212.46;2026-04-22 10:47:01
INSERT;2026-04-01 10:56:22;FAT_473;ELETRO_212;IDCliente_57;Pendente;372.07;2026-04-01 10:56:22
UPDATE;2026-04-04 11:56:22;FAT_473;ELETRO_212;IDCliente_57;Pago;372.07;2026-04-01 10:56:22
INSERT;2026-01-06 03:05:39;FAT_474;ELETRO_330;IDCliente_52;Pendente;148.34;2026-01-06 03:05:39
INSERT;2026-02-04 15:56:18;FAT_475;ELETRO_8;IDCliente_66;Pago;251.46;2026-02-04 15:56:18
INSERT;2026-01-27 12:39:09;FAT_476;ELETRO_362;IDCliente_44;Pago;164.95;2026-01-27 12:39:09
INSERT;2026-05-09 10:44:24;FAT_477;ELETRO_156;IDCliente_1;Pago;307.2;2026-05-09 10:44:24
INSERT;2026-02-23 18:04:22;FAT_478;ELETRO_193;IDCliente_29;Pendente;127.09;2026-02-23 18:04:22
INSERT;2026-01-11 11:19:11;FAT_479;ELETRO_60;IDCliente_100;Pendente;53.05;2026-01-11 11:19:11
UPDATE;2026-01-13 18:19:11;FAT_479;ELETRO_60;IDCliente_100;Cancelado;53.05;2026-01-11 11:19:11
INSERT;2026-04-28 00:10:42;FAT_480;ELETRO_204;IDCliente_65;Pendente;327.16;2026-04-28 00:10:42
UPDATE;2026-04-30 05:10:42;FAT_480;ELETRO_204;IDCliente_65;Pago;327.16;2026-04-28 00:10:42
INSERT;2026-04-03 03:57:07;FAT_481;ELETRO_491;IDCliente_17;Pago;48.86;2026-04-03 03:57:07
INSERT;2026-04-26 03:46:12;FAT_482;ELETRO_178;IDCliente_85;Pago;196.52;2026-04-26 03:46:12
INSERT;2026-03-23 12:55:39;FAT_483;ELETRO_46;IDCliente_64;Pendente;319.53;2026-03-23 12:55:39
UPDATE;2026-03-26 20:55:39;FAT_483;ELETRO_46;IDCliente_64;Cancelado;319.53;2026-03-23 12:55:39
INSERT;2026-04-10 01:44:45;FAT_484;ELETRO_306;IDCliente_20;Pago;232.71;2026-04-10 01:44:45
INSERT;2026-04-06 11:20:59;FAT_485;ELETRO_478;IDCliente_1;Pago;334.53;2026-04-06 11:20:59
INSERT;2026-03-27 14:23:14;FAT_486;ELETRO_6;IDCliente_54;Pendente;186.83;2026-03-27 14:23:14
UPDATE;2026-03-28 16:23:14;FAT_486;ELETRO_6;IDCliente_54;Cancelado;186.83;2026-03-27 14:23:14
INSERT;2026-01-25 04:08:58;FAT_487;ELETRO_445;IDCliente_72;Pago;206.92;2026-01-25 04:08:58
INSERT;2026-01-16 03:56:55;FAT_488;ELETRO_179;IDCliente_88;Pendente;269.78;2026-01-16 03:56:55
INSERT;2026-04-08 13:16:56;FAT_489;ELETRO_128;IDCliente_53;Pendente;131.07;2026-04-08 13:16:56
UPDATE;2026-04-10 18:16:56;FAT_489;ELETRO_128;IDCliente_53;Pago;131.07;2026-04-08 13:16:56
